Gene,Stable_ID,Band,GCpercent,Start,End,Strand,Chromosome
SRSF1,ENSG00000136450,q22,40.14,58000919,58007346,-1.0,17
SSBP2,ENSG00000145687,q14.1,35.97,81413021,81751797,-1.0,5
SSC5D,ENSG00000179954,q13.42,54.52,55488404,55519099,1.0,19
SSR4,ENSG00000180879,q28,61.52,153793516,153798499,1.0,X
ST3GAL3,ENSG00000126091,p34.1,44.35,43705824,43931165,1.0,1
ST3GAL4,ENSG00000110080,q24.2,52.01,126355640,126440344,1.0,11
ST3GAL5,ENSG00000115525,p11.2,45.07,85837120,85905199,-1.0,2
ST6GALNAC3,ENSG00000184005,p31.1,38.78,76074746,76634603,1.0,1
ST6GALNAC5,ENSG00000117069,p31.1,39.92,76867480,77067546,1.0,1
ST8SIA2,ENSG00000140557,q26.1,47.98,92393881,92468728,1.0,15
ST8SIA4,ENSG00000113532,q21.1,34.13,100806933,100903282,-1.0,5
ST20,ENSG00000180953,q25.1,41.13,79898840,79923702,-1.0,15
STAC,ENSG00000144681,p22.3,39.86,36380344,36548007,1.0,3
STAC2,ENSG00000141750,q12,57.83,39210541,39225945,-1.0,17
STAM2,ENSG00000115145,q23.3,38.98,152116801,152175763,-1.0,2
STAP2,ENSG00000178078,p13.3,54.12,4324043,4342786,-1.0,19
STARD3,ENSG00000131748,q12,55.06,39637090,39664201,1.0,17
STARD3NL,ENSG00000010270,p14.1,38.4,38178222,38230671,1.0,7
STARD5,ENSG00000172345,q25.1,48.35,81309053,81324183,-1.0,15
STARD8,ENSG00000130052,q13.1,50.28,68647666,68725842,1.0,X
STARD10,ENSG00000214530,q13.4,54.31,72754729,72793681,-1.0,11
STAT1,ENSG00000115415,q32.2,38.26,190908460,191020960,-1.0,2
STAT3,ENSG00000168610,q21.2,45.02,42313324,42388568,-1.0,17
STAT5A,ENSG00000126561,q21.2,54.63,42287547,42311943,1.0,17
STC2,ENSG00000113739,q35.2,50.92,173314713,173329503,-1.0,5
STH,ENSG00000256762,q21.31,56.18,45999250,45999694,1.0,17
STK10,ENSG00000072786,q35.1,48.99,172042079,172188224,-1.0,5
STK11,ENSG00000118046,p13.3,57.49,1177558,1228431,1.0,19
STK16,ENSG00000115661,q35,53.12,219245455,219250337,1.0,2
STK17B,ENSG00000081320,q32.3,37.67,196133583,196176503,-1.0,2
STK24,ENSG00000102572,q32.2,47.42,98445185,98577940,-1.0,13
STK26,ENSG00000134602,q26.2,36.6,132023302,132075943,1.0,X
STK36,ENSG00000163482,q35,46.04,218672069,218702716,1.0,2
STK39,ENSG00000198648,q24.3,40.12,167954020,168247595,-1.0,2
STOM,ENSG00000148175,q33.2,39.57,121338987,121370304,-1.0,9
STOML1,ENSG00000067221,q24.1,52.84,73978926,73994622,-1.0,15
STOX1,ENSG00000165730,q22.1,45.18,68827531,68895432,1.0,10
STOX2,ENSG00000173320,q35.1,42.71,183797692,184023526,1.0,4
STRADA,ENSG00000266173,q23.3,48.88,63682336,63741986,-1.0,17
STRADB,ENSG00000082146,q33.1,38.23,201387858,201480846,1.0,2
STX2,ENSG00000111450,q24.33,45.87,130789600,130839266,-1.0,12
STX17,ENSG00000136874,q31.1,36.39,99906654,99974534,1.0,9
SUCO,ENSG00000094975,q24.3,36.42,172532349,172611833,1.0,1
SUFU,ENSG00000107882,q24.32,47.98,102503972,102633535,1.0,10
SUGP2,ENSG00000064607,p13.11,50.0,18990888,19034023,-1.0,19
SULF1,ENSG00000137573,q13.2,40.34,69466624,69660915,1.0,8
SULF2,ENSG00000196562,q13.12,50.48,47656348,47786616,-1.0,20
SULT1C2,ENSG00000198203,q12.3,44.42,108288639,108309915,1.0,2
SULT1C4,ENSG00000198075,q12.3,40.65,108377911,108388989,1.0,2
SUMO1,ENSG00000116030,q33.1,41.66,202206182,202238599,-1.0,2
SUMO3,ENSG00000184900,q22.3,54.29,44805617,44818779,-1.0,21
SUPT3H,ENSG00000196284,p21.1,36.3,44809317,45377953,-1.0,6
SUPT4H1,ENSG00000213246,q22,47.01,58345175,58353093,-1.0,17
SV2B,ENSG00000185518,q26.1,42.5,91099950,91301309,1.0,15
SWI5,ENSG00000175854,q34.11,51.45,128275379,128316123,1.0,9
SWT1,ENSG00000116668,q25.3,37.64,185157080,185291781,1.0,1
SYAP1,ENSG00000169895,p22.2,43.75,16719612,16765340,1.0,X
SYCP2,ENSG00000196074,q13.33,33.52,59863564,59933655,-1.0,20
SYDE1,ENSG00000105137,p13.12,60.26,15107401,15114985,1.0,19
SYNCRIP,ENSG00000135316,q14.3,40.05,85607785,85643792,-1.0,6
SYNDIG1L,ENSG00000183379,q24.3,50.06,74405894,74426210,-1.0,14
SYNE2,ENSG00000054654,q23.2,41.08,63761899,64226433,1.0,14
SYNPO,ENSG00000171992,q33.1,52.53,150601080,150659207,1.0,5
SYNRG,ENSG00000275066,q12,40.77,37514807,37609472,-1.0,17
SYT4,ENSG00000132872,q12.3,34.56,43267892,43277535,-1.0,18
SYT7,ENSG00000011347,q12.2,57.18,61513714,61581148,-1.0,11
TAAR1,ENSG00000146399,q23.2,37.44,132644898,132646051,-1.0,6
TAAR2,ENSG00000146378,q23.2,37.39,132617022,132624275,-1.0,6
TAAR5,ENSG00000135569,q23.2,52.86,132588673,132589686,-1.0,6
TAAR6,ENSG00000146383,q23.2,44.51,132570322,132571359,1.0,6
TAAR8,ENSG00000146385,q23.2,41.21,132552693,132553721,1.0,6
TACO1,ENSG00000136463,q23.3,49.31,63600882,63608365,1.0,17
TADA2A,ENSG00000276234,q12,42.79,37406886,37479725,1.0,17
TAF1C,ENSG00000103168,q24.1,59.13,84177847,84187070,-1.0,16
TAF8,ENSG00000137413,p21.1,45.88,42050513,42087461,1.0,6
TAF9,ENSG00000273841,q13.2,44.77,69364743,69370013,-1.0,5
TAF15,ENSG00000270647,q12,46.76,35713791,35864615,1.0,17
TANC2,ENSG00000170921,q23.2,37.68,63009556,63427699,1.0,17
TANK,ENSG00000136560,q24.2,35.76,161136908,161236230,1.0,2
TARDBP,ENSG00000120948,p36.22,44.02,11012344,11025739,1.0,1
TAS2R41,ENSG00000221855,q35,50.11,143477873,143478796,1.0,7
TAS2R60,ENSG00000185899,q35,47.54,143443453,143444409,1.0,7
TATDN1,ENSG00000147687,q24.13,40.76,124488485,124539458,-1.0,8
TAX1BP3,ENSG00000213977,p13.2,57.29,3662895,3668679,-1.0,17
TAZ,ENSG00000102125,q28,56.1,154411524,154421726,1.0,X
TBC1D3,ENSG00000274611,q12,60.12,38181659,38192541,-1.0,17
TBC1D10A,ENSG00000099992,q12.2,52.41,30291990,30326947,-1.0,22
TBC1D21,ENSG00000167139,q24.1,48.25,73873564,73889214,1.0,15
TBCEL,ENSG00000154114,q23.3,36.59,121024072,121090775,1.0,11
TBRG1,ENSG00000154144,q24.2,39.72,124622836,124635926,1.0,11
TBX19,ENSG00000143178,q24.2,42.87,168280877,168314426,1.0,1
TCAF1,ENSG00000198420,q35,39.07,143851375,143902198,-1.0,7
TCAF2,ENSG00000170379,q35,41.82,143620952,143730409,1.0,7
TCAIM,ENSG00000179152,p21.31,39.47,44338119,44409451,1.0,3
TCAP,ENSG00000173991,q12,64.01,39665349,39666554,1.0,17
TCEA2,ENSG00000171703,q13.33,61.58,64049836,64072347,1.0,20
TCEAL1,ENSG00000172465,q22.2,50.67,103628704,103630953,1.0,X
TCEAL2,ENSG00000184905,q22.1,41.81,102125679,102140426,1.0,X
TCEAL3,ENSG00000196507,q22.2,41.11,103607451,103629690,1.0,X
TCEAL4,ENSG00000133142,q22.2,39.32,103576231,103587736,1.0,X
TCEAL5,ENSG00000204065,q22.1,50.23,103273691,103276750,-1.0,X
TCEAL6,ENSG00000204071,q22.1,58.24,102140476,102142970,-1.0,X
TCEAL7,ENSG00000182916,q22.2,44.23,103330229,103332326,1.0,X
TCEAL8,ENSG00000180964,q22.1,46.36,103252995,103255192,-1.0,X
TCEAL9,ENSG00000185222,q22.2,43.77,103356489,103358462,1.0,X
TCF3,ENSG00000071564,p13.3,59.56,1609290,1652615,-1.0,19
TCF7,ENSG00000081059,q31.1,54.55,134114681,134151865,1.0,5
TCF24,ENSG00000261787,q13.1,41.46,66946501,66962591,-1.0,8
TCF25,ENSG00000141002,q24.3,55.04,89873570,89913627,1.0,16
TCHP,ENSG00000139437,q24.11,46.02,109900264,109983841,1.0,12
TCOF1,ENSG00000070814,q32,52.46,150357629,150400308,1.0,5
TCP10L,ENSG00000242220,q22.11,45.39,32497967,32587373,-1.0,21
TCP11,ENSG00000124678,p21.31,43.16,35118071,35148610,-1.0,6
TCTE1,ENSG00000146221,p21.1,50.79,44278734,44297698,-1.0,6
TDRD3,ENSG00000083544,q21.2,36.41,60396457,60573878,1.0,13
TDRD5,ENSG00000162782,q25.2,36.77,179591613,179691272,1.0,1
TDRD6,ENSG00000180113,p12.3,37.94,46687875,46704319,1.0,6
TDRD10,ENSG00000163239,q21.3,47.53,154502219,154548147,1.0,1
TEAD3,ENSG00000007866,p21.31,56.75,35473597,35497079,-1.0,6
TECR,ENSG00000099797,p13.12,53.54,14517085,14565980,1.0,19
TECTA,ENSG00000109927,q23.3,44.11,121101173,121191493,1.0,11
TEDDM1,ENSG00000203730,q25.3,45.67,182398117,182400667,-1.0,1
TEFM,ENSG00000172171,q11.2,41.95,30897336,30906238,-1.0,17
TENM3,ENSG00000218336,q34.3,38.92,182143987,182803024,1.0,4
TENT5A,ENSG00000112773,q14.1,36.03,81491439,81752774,-1.0,6
TET1,ENSG00000138336,q21.3,42.16,68560337,68694487,1.0,10
TEX10,ENSG00000136891,q31.1,37.95,100302077,100352942,-1.0,9
TEX28,ENSG00000278057,q28,49.91,154271265,154295853,-1.0,X
TEX35,ENSG00000240021,q25.2,48.37,178513109,178548602,1.0,1
TEX43,ENSG00000196900,q23.2,41.75,126631705,126636284,1.0,5
TFAM,ENSG00000108064,q21.1,37.47,58385345,58399220,1.0,10
TFAP2B,ENSG00000008196,p12.3,44.14,50818723,50847619,1.0,6
TFAP2D,ENSG00000008197,p12.3,37.24,50713526,50773033,1.0,6
TFB1M,ENSG00000029639,q25.3,38.43,155256134,155314493,-1.0,6
TFB2M,ENSG00000162851,q44,41.9,246540561,246566261,-1.0,1
TFDP3,ENSG00000183434,q26.2,47.55,133216662,133218354,-1.0,X
TFEB,ENSG00000112561,p21.1,54.14,41683978,41736259,-1.0,6
TFF1,ENSG00000160182,q22.3,53.78,42362282,42366535,-1.0,21
TFF2,ENSG00000160181,q22.3,53.52,42346357,42350997,-1.0,21
TFF3,ENSG00000160180,q22.3,54.43,42311667,42315651,-1.0,21
TFPT,ENSG00000105619,q13.42,54.83,54107013,54115675,-1.0,19
TGFB1,ENSG00000105329,q13.2,53.14,41301587,41353922,-1.0,19
TGFB3,ENSG00000119699,q24.3,48.99,75958099,75982991,-1.0,14
TGFBI,ENSG00000120708,q31.1,48.91,136028988,136063818,1.0,5
TGFBR1,ENSG00000106799,q22.33,39.03,99104038,99154192,1.0,9
TGFBRAP1,ENSG00000135966,q12.2,43.93,105264391,105329735,-1.0,2
TH,ENSG00000180176,p15.5,65.27,2163929,2171815,-1.0,11
THAP6,ENSG00000174796,q21.1,40.52,75513946,75550473,1.0,4
THEG,ENSG00000105549,p13.3,54.56,361747,376026,-1.0,19
THOC3,ENSG00000051596,q35.2,43.01,175917873,176034680,-1.0,5
THRA,ENSG00000126351,q21.1,54.9,40058290,40093867,1.0,17
THTPA,ENSG00000259431,q11.2,54.2,23555988,23560271,1.0,14
THY1,ENSG00000154096,q23.3,55.73,119415476,119424985,-1.0,11
TIAM2,ENSG00000146426,q25.2,43.49,154832697,155257723,1.0,6
TICAM1,ENSG00000127666,p13.3,52.43,4815932,4831704,-1.0,19
TICAM2,ENSG00000243414,q22.3,38.23,115578496,115602479,-1.0,5
TICRR,ENSG00000140534,q26.1,42.68,89575469,89631056,1.0,15
TIGD6,ENSG00000164296,q32,44.21,149993118,150000654,-1.0,5
TIMM13,ENSG00000099800,p13.3,63.97,2425625,2427586,-1.0,19
TIMM17A,ENSG00000134375,q32.1,42.3,201955503,201970664,1.0,1
TIMMDC1,ENSG00000113845,q13.33,38.47,119498547,119525090,1.0,3
TIPIN,ENSG00000075131,q22.31,44.04,66336191,66386746,-1.0,15
TIPRL,ENSG00000143155,q24.2,38.53,168178962,168202109,1.0,1
TIRAP,ENSG00000150455,q24.2,46.41,126283065,126298845,1.0,11
TJAP1,ENSG00000137221,p21.1,51.18,43477523,43506556,1.0,6
TJP3,ENSG00000105289,p13.3,53.76,3708362,3750813,1.0,19
TKTL1,ENSG00000007350,q28,48.27,154295795,154330350,1.0,X
TLDC2,ENSG00000101342,q11.23,50.21,36876121,36894235,1.0,20
TLE2,ENSG00000065717,p13.3,54.68,2997639,3047635,-1.0,19
TLE6,ENSG00000104953,p13.3,54.05,2977538,2995179,1.0,19
TLK2,ENSG00000146872,q23.2,42.17,62458658,62615481,1.0,17
TLNRD1,ENSG00000140406,q25.1,55.36,81000923,81005788,1.0,15
TLX3,ENSG00000164438,q35.1,66.6,171309248,171312139,1.0,5
TM2D3,ENSG00000184277,q26.3,40.91,101621444,101652391,-1.0,15
TM4SF1,ENSG00000169908,q25.1,37.6,149369022,149377692,-1.0,3
TM4SF4,ENSG00000169903,q25.1,41.63,149474697,149503394,1.0,3
TM9SF4,ENSG00000101337,q11.21,47.43,32109714,32167258,1.0,20
TMA7,ENSG00000232112,p21.31,47.75,48440257,48444208,1.0,3
TMBIM1,ENSG00000135926,q35,54.42,218274197,218292586,-1.0,2
TMCC1,ENSG00000172765,q22.1,39.38,129647792,129893606,-1.0,3
TMCC2,ENSG00000133069,q32.1,51.63,205227946,205285632,1.0,1
TMCC3,ENSG00000057704,q22,43.11,94567122,94650557,-1.0,12
TMCO1,ENSG00000143183,q24.1,39.88,165724293,165827755,-1.0,1
TMED3,ENSG00000166557,q25.1,42.57,79311112,79427432,1.0,15
TMED5,ENSG00000117500,p22.1,38.0,93149742,93180516,-1.0,1
TMED6,ENSG00000157315,q22.1,45.55,69343250,69351786,-1.0,16
TMED7,ENSG00000134970,q22.3,37.81,115613210,115632992,-1.0,5
TMED10,ENSG00000170348,q24.3,42.19,75131469,75176612,-1.0,14
TMEFF1,ENSG00000241697,q31.1,39.37,100473149,100577636,1.0,9
TMEFF2,ENSG00000144339,q32.3,35.9,191949043,192194933,-1.0,2
TMEM9,ENSG00000116857,q32.1,48.53,201134772,201171574,-1.0,1
TMEM14A,ENSG00000096092,p12.2,41.72,52671113,52686588,1.0,6
TMEM18,ENSG00000151353,p25.3,51.4,663877,677406,-1.0,2
TMEM30A,ENSG00000112697,q14.1,37.36,75252924,75284948,-1.0,6
TMEM31,ENSG00000179363,q22.2,46.96,103710909,103714032,1.0,X
TMEM39A,ENSG00000176142,q13.33,39.07,119428949,119468830,-1.0,3
TMEM41A,ENSG00000163900,q27.2,44.99,185476496,185499057,-1.0,3
TMEM43,ENSG00000170876,p25.1,52.71,14125015,14143680,1.0,3
TMEM63B,ENSG00000137216,p21.1,54.28,44126914,44155519,1.0,6
TMEM69,ENSG00000159596,p34.1,43.75,45688181,45694436,1.0,1
TMEM79,ENSG00000163472,q22,50.78,156282935,156293185,1.0,1
TMEM81,ENSG00000174529,q32.1,47.52,205083129,205084460,-1.0,1
TMEM86B,ENSG00000180089,q13.42,64.28,55226638,55228784,-1.0,19
TMEM87A,ENSG00000103978,q15.1,38.91,42210447,42273584,-1.0,15
TMEM91,ENSG00000142046,q13.2,52.68,41350911,41384083,1.0,19
TMEM97,ENSG00000109084,q11.2,44.22,28319200,28328685,1.0,17
TMEM98,ENSG00000006042,q11.2,48.47,32927910,32945106,1.0,17
TMEM99,ENSG00000167920,q21.2,37.56,40819106,40836270,1.0,17
TMEM101,ENSG00000091947,q21.31,49.94,44011188,44023946,-1.0,17
TMEM115,ENSG00000126062,p21.31,57.29,50354750,50359521,-1.0,3
TMEM117,ENSG00000139173,q12,37.35,43835967,44389762,1.0,12
TMEM126A,ENSG00000171202,q14.1,37.69,85647967,85656547,1.0,11
TMEM126B,ENSG00000171204,q14.1,37.32,85628573,85636539,1.0,11
TMEM132D,ENSG00000151952,q24.33,42.69,129071725,129904025,-1.0,12
TMEM132E,ENSG00000181291,q12,53.29,34579487,34639318,1.0,17
TMEM134,ENSG00000172663,q13.2,56.67,67461710,67469272,-1.0,11
TMEM145,ENSG00000167619,q13.2,57.16,42313309,42325064,1.0,19
TMEM147,ENSG00000105677,q13.12,58.54,35545600,35547526,1.0,19
TMEM150B,ENSG00000180061,q13.42,52.1,55312801,55334048,-1.0,19
TMEM151B,ENSG00000178233,p21.1,54.71,44270450,44307506,1.0,6
TMEM154,ENSG00000170006,q31.3,41.51,152618628,152680012,-1.0,4
TMEM161B,ENSG00000164180,q14.3,35.47,88189633,88269476,-1.0,5
TMEM167A,ENSG00000174695,q14.2,35.95,83052846,83077863,-1.0,5
TMEM169,ENSG00000163449,q35,43.95,216081866,216102783,1.0,2
TMEM182,ENSG00000170417,q12.1,39.03,102736905,103019900,1.0,2
TMEM183A,ENSG00000163444,q32.1,41.51,203007374,203024848,1.0,1
TMEM184B,ENSG00000198792,q13.1,53.5,38219291,38273010,-1.0,22
TMEM185A,ENSG00000269556,q28,42.64,149596556,149631912,-1.0,X
TMEM187,ENSG00000177854,q28,51.62,153972754,153983194,1.0,X
TMEM190,ENSG00000160472,q13.42,66.92,55376826,55378246,1.0,19
TMEM199,ENSG00000244045,q11.2,47.07,28357642,28363683,1.0,17
TMEM201,ENSG00000188807,p36.22,59.34,9588911,9614877,1.0,1
TMEM208,ENSG00000168701,q22.1,55.38,67227103,67229278,1.0,16
TMEM232,ENSG00000186952,q22.1,36.01,110289233,110738956,-1.0,5
TMEM237,ENSG00000155755,q33.1,38.83,201620184,201643570,-1.0,2
TMEM258,ENSG00000134825,q12.2,58.49,61768501,61792802,-1.0,11
TMEM259,ENSG00000182087,p13.3,65.7,1009648,1021179,-1.0,19
TMEM266,ENSG00000169758,q24.2,47.94,76059958,76229121,1.0,15
TMIGD2,ENSG00000167664,p13.3,53.96,4292232,4302431,-1.0,19
TMIGD3,ENSG00000121933,p13.2,41.45,111483348,111563962,-1.0,1
TMLHE,ENSG00000185973,q28,37.39,155489011,155669944,-1.0,X
TMPO,ENSG00000120802,q23.1,39.75,98515512,98550379,1.0,12
TMPRSS3,ENSG00000160183,q22.3,50.64,42371837,42396091,-1.0,21
TMPRSS15,ENSG00000154646,q21.1,35.11,18269116,18485879,-1.0,21
TMSB15A,ENSG00000158164,q22.1,43.03,102513682,102516739,-1.0,X
TMTC4,ENSG00000125247,q32.3,44.69,100603927,100675093,-1.0,13
TMUB2,ENSG00000168591,q21.31,52.72,44186970,44191929,1.0,17
TNF,ENSG00000232810,p21.33,52.81,31575565,31578336,1.0,6
TNFAIP1,ENSG00000109079,q11.2,52.61,28335602,28347009,1.0,17
TNFAIP8,ENSG00000145779,q23.1,41.46,119268692,119399688,1.0,5
TNFRSF13B,ENSG00000240505,p11.2,48.46,16929816,16972118,-1.0,17
TNFRSF21,ENSG00000146072,p12.3,41.38,47231532,47309905,-1.0,6
TNFSF4,ENSG00000117586,q25.1,39.89,173183731,173207331,-1.0,1
TNFSF9,ENSG00000125657,p13.3,59.2,6531026,6535924,1.0,19
TNFSF13B,ENSG00000102524,q33.3,34.84,108251240,108308484,1.0,13
TNFSF14,ENSG00000125735,p13.3,51.37,6661253,6670588,-1.0,19
TNFSF18,ENSG00000120337,q25.1,36.87,173039960,173050963,-1.0,1
TNK2,ENSG00000061938,q29,58.27,195863364,195911945,-1.0,3
TNN,ENSG00000120332,q25.1,45.69,175067833,175148075,1.0,1
TNNI3,ENSG00000129991,q13.42,57.72,55151767,55157773,-1.0,19
TNNT1,ENSG00000105048,q13.42,55.48,55132698,55149206,-1.0,19
TNNT2,ENSG00000118194,q32.1,54.61,201359008,201377764,-1.0,1
TNS4,ENSG00000131746,q21.2,52.87,40475828,40501623,-1.0,17
TOGARAM2,ENSG00000189350,p23.2,49.55,28956611,29061373,1.0,2
TOMM5,ENSG00000175768,p13.2,40.9,37582646,37592604,-1.0,9
TOMM6,ENSG00000214736,p21.1,50.87,41787662,41789898,1.0,6
TOP2A,ENSG00000131747,q21.2,39.79,40388525,40417896,-1.0,17
TOP3A,ENSG00000177302,p11.2,48.23,18271428,18315007,-1.0,17
TOPAZ1,ENSG00000173769,p21.31,36.64,44241886,44332098,1.0,3
TOR1AIP1,ENSG00000143337,q25.2,38.76,179882042,179925000,1.0,1
TOR1AIP2,ENSG00000169905,q25.2,38.85,179839967,179877803,-1.0,1
TOR3A,ENSG00000186283,q25.2,52.39,179082070,179098023,1.0,1
TOX,ENSG00000198846,q12.1,37.57,58805412,59119147,-1.0,8
TP53I3,ENSG00000115129,p23.3,49.47,24077433,24085861,-1.0,2
TP53INP1,ENSG00000164938,q22.1,42.48,94925972,94949378,-1.0,8
TPBG,ENSG00000146242,q14.1,53.86,82363206,82367420,1.0,6
TPGS1,ENSG00000141933,p13.3,61.72,507497,519654,1.0,19
TPK1,ENSG00000196511,q35,37.29,144451941,144836395,-1.0,7
TPP2,ENSG00000134900,q33.1,37.69,102596986,102679958,1.0,13
TPTE,ENSG00000274391,p11.2,38.91,10521553,10606140,1.0,21
TRA2B,ENSG00000136527,q27.2,38.67,185914558,185938103,-1.0,3
TRABD,ENSG00000170638,q13.33,62.8,50185915,50199598,1.0,22
TRADD,ENSG00000102871,q22.1,58.67,67154185,67159909,-1.0,16
TRAK2,ENSG00000115993,q33.1,37.71,201377207,201451500,-1.0,2
TRAM1L1,ENSG00000174599,q26,40.63,117083554,117085576,-1.0,4
TRAM2,ENSG00000065308,p12.2,46.66,52497408,52577060,-1.0,6
TRANK1,ENSG00000168016,p22.2,43.18,36826820,36945098,-1.0,3
TRAPPC2B,ENSG00000256060,q13.43,49.87,57363551,57365405,1.0,19
TRAPPC2L,ENSG00000167515,q24.3,58.39,88856220,88862686,1.0,16
TRAPPC3L,ENSG00000173626,q22.1,37.81,116494989,116545684,-1.0,6
TRAPPC4,ENSG00000196655,q23.3,48.86,119018763,119025454,1.0,11
TRAPPC11,ENSG00000168538,q35.1,38.51,183659267,183713594,1.0,4
TRAPPC12,ENSG00000171853,p25.3,47.39,3379675,3485094,1.0,2
TREM1,ENSG00000124731,p21.1,47.2,41267926,41286682,-1.0,6
TREM2,ENSG00000095970,p21.1,54.22,41158506,41163186,-1.0,6
TREML1,ENSG00000161911,p21.1,50.72,41149342,41154337,-1.0,6
TREML2,ENSG00000112195,p21.1,51.11,41189749,41201149,-1.0,6
TREML4,ENSG00000188056,p21.1,42.69,41228339,41238882,1.0,6
TRERF1,ENSG00000124496,p21.1,45.75,42224931,42452051,-1.0,6
TREX1,ENSG00000213689,p21.31,62.72,48465811,48467645,1.0,3
TRIM2,ENSG00000109654,q31.3,42.05,153152342,153339317,1.0,4
TRIM11,ENSG00000154370,q42.13,56.97,228393673,228406835,-1.0,1
TRIM17,ENSG00000162931,q42.13,56.74,228407935,228416861,-1.0,1
TRIM28,ENSG00000130726,q13.43,59.3,58544064,58550722,1.0,19
TRIM29,ENSG00000137699,q23.3,48.88,120111286,120185529,-1.0,11
TRIM33,ENSG00000197323,p13.2,38.21,114392790,114511203,-1.0,1
TRIM36,ENSG00000152503,q22.3,40.18,115124762,115180546,-1.0,5
TRIM46,ENSG00000163462,q22,57.8,155173787,155184971,1.0,1
TRIM49C,ENSG00000204449,q14.3,37.03,90031106,90042025,1.0,11
TRIM49D1,ENSG00000223417,q14.3,37.43,89911111,89921767,-1.0,11
TRIM56,ENSG00000169871,q22.1,53.9,101085481,101097967,1.0,7
TRIM58,ENSG00000162722,q44,43.73,247857187,247880138,1.0,1
TRIM71,ENSG00000206557,p22.3,45.55,32817997,32897824,1.0,3
TRIM74,ENSG00000155428,q11.23,53.54,72959485,72969466,-1.0,7
TRIM77,ENSG00000214414,q14.3,37.3,89710299,89717872,1.0,11
TRIP4,ENSG00000103671,q22.31,42.11,64387748,64455303,1.0,15
TRIP10,ENSG00000125733,p13.3,54.01,6737925,6751530,1.0,19
TRIQK,ENSG00000205133,q22.1,34.5,92883532,93017673,-1.0,8
TRMT1L,ENSG00000121486,q25.3,35.55,185118101,185157072,-1.0,1
TRMT10A,ENSG00000145331,q23,35.05,99546709,99564039,-1.0,4
TRMT10B,ENSG00000165275,p13.2,42.56,37753803,37778972,1.0,9
TRMT12,ENSG00000183665,q24.13,43.63,124450820,124462150,1.0,8
TRMT61B,ENSG00000171103,p23.2,41.37,28849821,28870309,-1.0,2
TRO,ENSG00000067445,p11.21,51.41,54920462,54931431,1.0,X
TRPC1,ENSG00000144935,q23,35.59,142724034,142807888,1.0,3
TRPC5,ENSG00000072315,q23,40.24,111774315,112082776,-1.0,X
TRPM2,ENSG00000142185,q22.3,54.13,44350163,44443081,1.0,21
TRPV1,ENSG00000196689,p13.2,52.6,3565444,3609411,-1.0,17
TRPV2,ENSG00000187688,p11.2,53.24,16415571,16437003,1.0,17
TRPV4,ENSG00000111199,q24.11,52.04,109783085,109833401,-1.0,12
TRUB2,ENSG00000167112,q34.11,50.99,128305159,128322447,-1.0,9
TSC22D2,ENSG00000196428,q25.1,36.52,150408335,150466431,1.0,3
TSC22D4,ENSG00000166925,q22.1,58.0,100463359,100479232,-1.0,7
TSEN15,ENSG00000198860,q25.3,38.96,184051651,184123978,1.0,1
TSEN34,ENSG00000170892,q13.42,55.95,54189938,54194536,1.0,19
TSEN54,ENSG00000182173,q25.1,54.69,75516060,75524735,1.0,17
TSPAN17,ENSG00000048140,q35.2,58.7,176647387,176659054,1.0,5
TSPAN32,ENSG00000064201,p15.5,63.03,2301997,2318204,1.0,11
TSPEAR,ENSG00000175894,q22.3,50.12,44497893,44711572,-1.0,21
TSPOAP1,ENSG00000005379,q22,57.84,58301228,58328795,-1.0,17
TSPYL1,ENSG00000189241,q22.1,39.87,116267760,116279930,-1.0,6
TSPYL4,ENSG00000187189,q22.1,47.62,116249964,116254075,-1.0,6
TSR2,ENSG00000158526,p11.22,49.0,54440404,54448032,1.0,X
TSR3,ENSG00000007520,p13.3,62.41,1349240,1351878,-1.0,16
TSSK1B,ENSG00000212122,q22.2,52.4,113432553,113434989,-1.0,5
TSTD1,ENSG00000215845,q23.3,60.06,161037631,161038977,-1.0,1
TTBK1,ENSG00000146216,p21.1,56.24,43243481,43288258,1.0,6
TTC7B,ENSG00000165914,q32.11,46.46,90524564,90816479,-1.0,14
TTC23,ENSG00000103852,q26.3,41.8,99136323,99251223,-1.0,15
TTC27,ENSG00000018699,p22.3,39.46,32628032,32821051,1.0,2
TTC33,ENSG00000113638,p13.1,38.63,40512333,40755963,-1.0,5
TTC37,ENSG00000198677,q15,35.56,95461755,95554977,-1.0,5
TTK,ENSG00000112742,q14.1,34.98,80003887,80042527,1.0,6
TTLL4,ENSG00000135912,q35,44.96,218710835,218755416,1.0,2
TTLL5,ENSG00000119685,q24.3,40.03,75633625,75955079,1.0,14
TUBA4A,ENSG00000127824,q35,49.79,219249710,219278170,-1.0,2
TUBB1,ENSG00000101162,q13.32,44.08,59019429,59026654,1.0,20
TUBB2A,ENSG00000137267,p25.2,56.17,3153666,3157544,-1.0,6
TUBB2B,ENSG00000137285,p25.2,56.79,3224277,3231730,-1.0,6
TUBB3,ENSG00000258947,q24.3,58.5,89921392,89938761,1.0,16
TUBB4A,ENSG00000104833,p13.3,56.05,6494319,6502848,-1.0,19
TUBG1,ENSG00000131462,q21.2,53.04,42609683,42615238,1.0,17
TUBGCP6,ENSG00000128159,q13.33,56.95,50217689,50245023,-1.0,22
TUFM,ENSG00000178952,p11.2,55.33,28842411,28846348,-1.0,16
